Cust_Chn_Nm	UNT_NAM	Trx_Amt
河南省蓝薪卡互联网科技有限公司	驿路星辰（北京）科技有限公司	5496.08
北京五八信息技术有限公司	驿路星辰（北京）科技有限公司	2567.00
纳什空间信息技术（北京）有限公司	纳什凯旋科技（北京）有限公司	-296683.90
北京高阳捷迅信息技术有限公司	深圳硕软技术有限公司	-60000.00
沈阳惠众人力资源有限公司	闽侯县博飞信息科技有限公司	-485000.00
杭州乐尧智能技术服务有限公司	深圳硕软技术有限公司	-130000.00
财付通支付科技有限公司	驿路星辰（北京）科技有限公司	0.35
广州美亚电子商务国际旅行社有限公司	广州美亚电子商务国际旅行社有限公司深圳分公司	1220000.00
武汉匠人网络科技有限公司	深圳硕软技术有限公司	200000.00
南京益谷信息技术有限公司	江苏小旗欧飞科技有限公司	200000.00
河南广安生物科技股份有限公司	河南广安生物科技股份有限公司	52000.00
安徽三建工程有限公司	安徽三建工程有限公司	268640.20
上海蓝酷人力资源有限公司	闽侯县博飞信息科技有限公司	-27931.53
第一太平戴维斯物业顾问（广州）有限公司	广东南油对外服务有限公司	-6625.10
上海工享企业管理（集团）有限公司	闽侯县博飞信息科技有限公司	-14320.80
北京三河泃阳物流有限公司	申通快递有限公司	-37000.00
福建智信科技有限公司	深圳硕软技术有限公司	-200000.00
长江存储科技有限责任公司	长江存储科技有限责任公司	-24809724.00
西安恩瑞丰劳务有限公司	陕西建工第三建设集团有限公司	-10000.00
合肥建工集团有限公司	合肥建工集团有限公司	1000000.00
泓德基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	3980550.00
博川环境修复（北京）有限公司	博天环境集团股份有限公司	16573.65
深圳硕软技术有限公司	江苏小旗欧飞科技有限公司	600000.00
北京利通汽车咨询服务有限公司	北京利通汽车咨询服务有限公司	4131.09
南京力方网络科技有限公司	腾翼信息技术股份有限公司	-205200.00
顺丰控股集团财务有限公司	甘肃安兴商务服务有限公司	-11084.88
沈阳闯行睿聘科技有限公司	闽侯县博飞信息科技有限公司	-116547.33
深圳市泛亚人力资源股份有限公司	深圳海外装饰工程有限公司	18634.15
苏州聚申百味电子商务有限公司	申通快递有限公司	-20000.00
郑州时空隧道商贸有限公司	郑州时空隧道信息技术有限公司	-600.00
上海溪同信息技术有限公司	上海览翔网络科技有限公司	100010.00
北京中洲光华物业管理有限公司	纳什凯旋科技（北京）有限公司	10687.92
爱康健康科技集团有限公司	爱康国宾健康体检管理集团有限公司	-1937.00
鲁证期货股份有限公司	鲁证期货股份有限公司	-59500000.00
前锦网络信息技术（上海）有限公司	上海法派网络科技有限公司	18089.34
浙江中通文博服务有限公司	浙江中通文博服务有限公司	-6000000.00
北京安心宿科技有限公司	纳什凯旋科技（北京）有限公司	46443.60
深圳海外装饰工程有限公司	深圳海外装饰工程有限公司	3200000.00
上海市对外服务浙江有限公司	广东南油对外服务有限公司	-62739.24
纳什空间创业科技（北京）有限公司	纳什凯旋科技（北京）有限公司	300000.00
宜信普惠信息咨询（北京）有限公司	宜信普惠信息咨询（北京）有限公司金华万达分公司	-9497.01
深圳市赢时通汽车服务有限公司	深圳市赢时通汽车服务有限公司	150000.00
郑州时空隧道信息技术有限公司	郑州时空隧道信息技术有限公司	-20.27
申通快递有限公司	申通快递有限公司	10000000.00
武汉京东世纪贸易有限公司	长江存储科技有限责任公司	327.37
上期资本管理有限公司	弘业期货股份有限公司	2500000.00
国网汇通金财（北京）信息科技有限公司	东北特殊钢集团股份有限公司	7000000.00
大观环境设计（深圳）有限公司	深圳长城家俱装饰工程有限公司	8777.00
北京京东世纪信息技术有限公司	大连西太平洋石油化工有限公司	1780.00
苏州信托有限公司	苏州信托有限公司	-4800.00
沈阳圣城网络技术有限公司	深圳硕软技术有限公司	1300000.00
石家庄诺艾尔馨科技有限公司	杭州手拉手电子商务有限公司	100000.00
浙江开心果网络科技有限公司	海南劲峰钱包信息技术有限公司	-300000.00
赣州合建建筑工程有限公司	合肥建工集团有限公司	-10070000.00
江苏泰昆信息服务有限公司	浙江中通文博服务有限公司	7792.63
北京泽西未来网络科技有限公司	江苏小旗欧飞科技有限公司	540000.00
杭州溪鸟物流科技有限公司	申通快递有限公司	-2467.00
中泰证券股份有限公司	鲁证期货股份有限公司	190854.69
康师傅方便面投资（中国）有限公司	郑州顶益食品有限公司	-1295856.18
杭州三体科技股份有限公司	深圳硕软技术有限公司	-325.00
江苏文博人力资源服务有限公司	浙江中通文博服务有限公司	-4214.00
哈尔滨市劳动和社会保障事务所有限公司	哈尔滨市劳动和社会保障事务所有限公司	180240.43
浙江邮通文博服务有限公司	浙江中通文博服务有限公司	18919.32
武汉苏宁易购销售有限公司	湖北长源房地产开发有限责任公司	16001.10
伦达（天津）供应链有限公司	申通快递有限公司	-28000.00
广州九尾信息科技有限公司	闽侯县博飞信息科技有限公司	-12612.00
北京众鸣在线科技有限公司	北京众鸣在线科技有限公司	8000.00
招商基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	450634.62
上海智服人力资源有限公司	闽侯县博飞信息科技有限公司	-363009.23
世纪文都教育科技集团股份有限公司	河南文都教育科技有限公司	-664.35
健合（中国）有限公司	广东南油对外服务有限公司	-7241.01
睿远基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	1423898.50
上海圆迈贸易有限公司	浙江中通文博服务有限公司	237.42
中庚基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	-56388.74
浙江中通文博服务有限公司海南分公司工会委员会	浙江中通文博服务有限公司	17416.09
北京五八信息技术有限公司	驿路星辰（北京）科技有限公司	2458.00
纳什空间信息技术（北京）有限公司	纳什凯旋科技（北京）有限公司	-500000.00
北京高阳捷迅信息技术有限公司	杭州手拉手电子商务有限公司	-50058.00
沈阳惠众人力资源有限公司	闽侯县博飞信息科技有限公司	-14000.00
杭州乐尧智能技术服务有限公司	深圳硕软技术有限公司	-340000.00
财付通支付科技有限公司	郑州电视台	0.76
广州美亚电子商务国际旅行社有限公司	广州美亚电子商务国际旅行社有限公司深圳分公司	500000.00
武汉匠人网络科技有限公司	深圳硕软技术有限公司	100000.00
南京益谷信息技术有限公司	江苏小旗欧飞科技有限公司	180000.00
河南广安生物科技股份有限公司	河南广安生物科技股份有限公司	6900.00
上海蓝酷人力资源有限公司	闽侯县博飞信息科技有限公司	-22864.14
第一太平戴维斯物业顾问（广州）有限公司	广东南油对外服务有限公司	-16161.94
上海工享企业管理（集团）有限公司	闽侯县博飞信息科技有限公司	-8845.20
北京三河泃阳物流有限公司	申通快递有限公司	-13500.00
福建智信科技有限公司	杭州手拉手电子商务有限公司	70000.00
长江存储科技有限责任公司	长江存储科技有限责任公司	-1786805.56
合肥建工集团有限公司	合肥建工集团有限公司	-54320000.00
泓德基金管理有限公司	诺亚正行基金销售有限公司基金代销专户	6010892.11
深圳硕软技术有限公司	江苏小旗欧飞科技有限公司	900000.00
北京利通汽车咨询服务有限公司	北京利通汽车咨询服务有限公司	562008.80
南京力方网络科技有限公司	腾翼信息技术股份有限公司	-266760.00
顺丰控股集团财务有限公司	甘肃安兴商务服务有限公司	-382301.37
沈阳闯行睿聘科技有限公司	闽侯县博飞信息科技有限公司	-231440.00
深圳市泛亚人力资源股份有限公司	深圳海外装饰工程有限公司	4000.00
苏州聚申百味电子商务有限公司	申通快递有限公司	-24000.00
上海溪同信息技术有限公司	上海览翔网络科技有限公司	150010.00
北京中洲光华物业管理有限公司	纳什凯旋科技（北京）有限公司	6220.24
爱康健康科技集团有限公司	爱康国宾健康体检管理集团有限公司	-89624.46
鲁证期货股份有限公司	鲁证期货股份有限公司	-52400000.00
前锦网络信息技术（上海）有限公司	苏州信托有限公司	58762.99
浙江中通文博服务有限公司	浙江中通文博服务有限公司	10000000.00
深圳海外装饰工程有限公司	深圳海外装饰工程有限公司	2450000.00
宜信普惠信息咨询（北京）有限公司	宜信普惠信息咨询（北京）有限公司石家庄分公司	-7376.27
深圳市赢时通汽车服务有限公司	深圳市赢时通汽车服务有限公司	10000.00
郑州时空隧道信息技术有限公司	郑州时空隧道信息技术有限公司	56.00
申通快递有限公司	申通快递有限公司	-5800000.00
武汉京东世纪贸易有限公司	长江存储科技有限责任公司	154.10
上期资本管理有限公司	弘业期货股份有限公司	6500000.00
大观环境设计（深圳）有限公司	深圳长城家俱装饰工程有限公司	7500.00
北京京东世纪信息技术有限公司	北京圣商教育科技股份有限公司	7988.00
苏州信托有限公司	苏州信托有限公司	-4040.00
沈阳圣城网络技术有限公司	深圳硕软技术有限公司	400000.00
石家庄诺艾尔馨科技有限公司	杭州手拉手电子商务有限公司	360000.00
浙江开心果网络科技有限公司	海南劲峰钱包信息技术有限公司	-400000.00
赣州合建建筑工程有限公司	合肥建工集团有限公司	50000000.00
江苏泰昆信息服务有限公司	浙江中通文博服务有限公司	15362.25
北京泽西未来网络科技有限公司	江苏小旗欧飞科技有限公司	430000.00
中泰证券股份有限公司	鲁证期货股份有限公司	-1490000.00
康师傅方便面投资（中国）有限公司	郑州顶益食品有限公司	-1000.00
杭州三体科技股份有限公司	深圳硕软技术有限公司	-273.00
江苏文博人力资源服务有限公司	浙江中通文博服务有限公司	-29256.50
哈尔滨市劳动和社会保障事务所有限公司	哈尔滨市劳动和社会保障事务所有限公司	427315.28
浙江邮通文博服务有限公司	浙江中通文博服务有限公司	316907.85
伦达（天津）供应链有限公司	申通快递有限公司	-29000.00
广州九尾信息科技有限公司	闽侯县博飞信息科技有限公司	-14171.16
