UNT_NAM	UNT_ADD	UNT_TEL	UNT_ID	UNT_ID_TYP	UNT_LVL	ADR_PRV	ADR_CTY	ADR_DST	PRD_TYP	DTA_SRC	CRE_DTE	BBK_NBR	ACT_IND	PRS_INF
广西南宁仓满贸易有限公司	 	 	 	 	BLK	 	南宁	 	?	BLKS	2020/10/27	771	Y	洗钱
太原市远东食品有限公司	 	 	 	 	BLK	 	太原	 	?	BLKS	2020/10/27	351	Y	洗钱
宜信普惠信息咨询（北京）有限公司泰州人民东路分公司	 	 	 	 	BLK	 	泰州	 	?	BLKS	2020/10/27	523	Y	洗钱
昆明肯图经贸有限公司	 	 	 	 	BLK	 	昆明	 	?	BLKS	2020/10/27	871	Y	洗钱
福州市鼓楼区鼓西街道王水仙体育用品商行	 	 	 	 	BLK	 	福州	 	?	BLKS	2020/10/27	591	Y	洗钱
大连彤辉工业制品有限公司	 	 	 	 	BLK	 	大连	 	?	BLKS	2020/10/27	411	Y	洗钱
慈溪市一帆机械电器有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	106	Y	洗钱
丹东京奥贸易有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	215	Y	洗钱
慈溪市桥头染厂	 	 	 	 	BLK	 	宁波	 	?	BLKS	2020/10/27	574	Y	洗钱
宜信普惠信息咨询（北京）有限公司赣州章贡区分公司	 	 	 	 	BLK	 	赣州	 	?	BLKS	2020/10/27	797	Y	洗钱
南京长三角新能源有限公司	 	 	 	 	BLK	 	南京	 	?	BLKS	2020/10/27	125	Y	洗钱
镇江市多成工具有限公司	 	 	 	 	BLK	 	镇江	 	?	BLKS	2020/10/27	612	Y	洗钱
湖州玉炫贸易有限公司	 	 	 	 	BLK	 	湖州	 	?	BLKS	2020/10/27	572	Y	洗钱
常胜国际有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	211	Y	洗钱
合肥清登硕建筑工程有限公司	 	 	 	 	BLK	 	合肥	 	?	BLKS	2020/10/27	551	Y	洗钱
陕西智华汽车贸易有限公司	 	 	 	 	BLK	 	西安	 	VIP	BLKS	2020/10/27	129	Y	洗钱
深圳市鼎益丰资产管理股份有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/10/27	755	Y	洗钱
长沙倪琦贸易有限公司	 	 	 	 	BLK	 	长沙	 	?	BLKS	2020/7/17	731	Y	洗钱
广州只创制电子商务有限公司	?	?	?	?	BLK	广东	广州	?	CMG	BLKM	2020/3/23	120	QZ	养公积金
台州市雯馨清洁有限公司	 	 	 	 	BLK	 	台州	 	?	BLKS	2020/10/27	576	Y	洗钱
GW TRADING LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	265	Y	洗钱
天津润昌股权投资基金有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
暖盈滋禧（北京）科技有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/7/17	110	Y	洗钱
湖南东岱信息服务有限公司	 	 	 	 	BLK	 	娄底	 	?	BLKS	2020/10/27	738	Y	洗钱
深圳市跨结贸易有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/10/27	755	Y	洗钱
深圳市恒大饮品有限公司湖北分公司	?	?	?	?	BLK	?	武汉	?	?	BLKM	2020/7/17	127	Y	工商非正常经营
北京圣祥瑞光商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
重庆幽幽水月电子商务有限公司	 	 	 	 	BLK	 	重庆	 	?	BLKS	2020/10/27	123	Y	洗钱
INTERMARINE (ASIA) LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	211	Y	洗钱
伊朗北迪斯贸易有限公司南京代表处	 	 	 	 	BLK	 	南京	 	?	BLKS	2020/10/27	125	Y	洗钱
宜昌开发区吉昌日用品商行	 	 	 	 	BLK	 	宜昌	 	?	BLKS	2020/10/27	717	Y	洗钱
东莞市南城旭明五金店	 	 	 	 	BLK	 	东莞	 	?	BLKS	2020/10/27	769	Y	洗钱
宜信普惠信息咨询（北京）有限公司丹东分公司	 	 	 	 	BLK	 	丹东	 	?	BLKS	2020/10/27	415	Y	洗钱
重庆市大喉咙广告有限公司	?	?	?	?	BLK	重庆	重庆	?	CMG	BLKM	2019/9/2	123	QZ	养个税
北京厚正德商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
重庆比格唐贸易股份有限公司	 	 	 	 	BLK	 	重庆	 	?	BLKS	2020/10/27	123	Y	洗钱
南昌瑞成科技有限公司	 	 	 	 	BLK	 	南昌	 	?	BLKS	2020/10/27	791	Y	洗钱
湖南省慧嘉实业股份有限公司	 	 	 	 	BLK	 	株洲	 	?	BLKS	2020/10/27	733	Y	洗钱
辽宁博亿恒通网络科技有限公司	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/10/27	124	Y	洗钱
姑苏区涵漂淑浮五金店	 	 	 	 	BLK	 	苏州	 	?	BLKS	2020/10/27	512	Y	洗钱
沈阳市安青祥云建材经销处	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/7/17	124	Y	洗钱
宜昌峰庭装饰设计有限公司	 	 	 	 	BLK	 	宜昌	 	?	BLKS	2020/10/27	717	Y	洗钱
深圳市云充吧科技有限公司	?	?	?	?	BLK	?	天津	?	?	BLKM	2020/7/17	122	Y	失信被执行人
广州琦舒房地产有限公司	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/10/27	120	Y	洗钱
北京天和融汇投资基金管理有限公司沈阳分公司	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/10/27	124	Y	洗钱
西安软通动力技术服务有限公司	?	?	?	?	BLK	?	西安	?	?	BLKM	2020/10/28		Y	失信被执行人
广州佑科自动化设备有限公司	?	?	?	?	BLK	广东	广州	?	CMG	BLKM	2020/3/23	120	QZ	养公积金
宜信普惠信息咨询（北京）有限公司东营分公司	 	 	 	 	BLK	 	东营	 	?	BLKS	2020/10/27	546	Y	洗钱
SWIDAN INTERNATIONAL TRADING CO., LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	220	Y	洗钱
北京食味源科贸有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
深圳市泽圆装饰有限公司	?	?	?	?	BLK	广东	深圳	?	CMG	BLKM	2019/12/20	755	QZ	伪造公积金账户
深圳市通成华贸易有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/10/27	755	Y	洗钱
郑州世联兴业房地产咨询有限公司	?	?	?	?	BLK	?	郑州	?	?	BLKM	2020/10/28		Y	失信被执行人
香港粤海国际贸易有限公司广州代表处	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/10/27	120	Y	洗钱
北京富蓝华亿商贸有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
广州俊佳服装有限公司	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/10/27	120	Y	洗钱
永安市晶合贸易有限公司	 	 	 	 	BLK	 	三明	 	?	BLKS	2020/10/27	598	Y	洗钱
湖州思允贸易有限公司	 	 	 	 	BLK	 	湖州	 	?	BLKS	2020/10/27	572	Y	洗钱
福建三明金庆建筑工程有限公司	 	 	 	 	BLK	 	三明	 	?	BLKS	2020/10/27	598	Y	洗钱
云南金联汇通融和资产管理有限公司	 	 	 	 	BLK	 	丽江	 	?	BLKS	2020/7/17	888	Y	洗钱
北京洪春双盛商贸有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
成都魔娅信息技术有限公司	 	 	 	 	BLK	 	成都	 	?	BLKS	2020/10/27	128	Y	洗钱
湖南千禧网络科技有限公司	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/10/27	571	Y	洗钱
宜信普惠信息咨询（北京）有限公司台州分公司	 	 	 	 	BLK	 	台州	 	?	BLKS	2020/10/27	576	Y	洗钱
青岛嘉合信诚会计服务有限公司	?	?	?	?	BLK	山东	青岛	?	CMG	BLKM	2020/4/28	532	QZ	养公积金
宜信普惠信息咨询（北京）有限公司石家庄分公司	 	 	 	 	BLK	 	石家庄	 	?	BLKS	2020/10/27	311	Y	洗钱
加拿大马泰克再生公司北京代表处	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
永安市恒华贸易有限公司	 	 	 	 	BLK	 	三明	 	?	BLKS	2020/10/27	598	Y	洗钱
福建柯普森物流发展有限公司	 	 	 	 	BLK	 	泉州	 	?	BLKS	2020/10/27	595	Y	洗钱
江苏健奔智能车业有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	510	Y	洗钱
三明市亚飞文化传媒有限公司	 	 	 	 	BLK	 	三明	 	?	BLKS	2020/10/27	598	Y	洗钱
三元集团有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	272	Y	洗钱
CLASSIC DELUXE LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	274	Y	洗钱
烟台利图国际贸易有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	535	Y	洗钱
天津市彬东商贸有限公司	 	 	 	 	BLK	 	天津	 	?	BLKS	2020/10/27	122	Y	洗钱
安徽尼伟贸易有限公司	 	 	 	 	BLK	 	合肥	 	?	BLKS	2020/10/27	551	Y	洗钱
香港中伊塔瓦纳有限公司深圳代表处	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/10/27	755	Y	洗钱
南通鹏瑞酒店管理有限公司	 	 	 	 	BLK	 	南通	 	?	BLKS	2020/10/27	513	Y	洗钱
襄阳亿利达商贸有限公司	 	 	 	 	BLK	 	襄阳	 	?	BLKS	2020/10/27	710	Y	洗钱
杭州漫岩贸易有限公司	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/10/27	571	Y	洗钱
深圳市索菱实业股份有限公司	?	?	?	?	BLK	?	深圳	?	CMG	BLKS	2020/5/29	755	Y	3_对公红色预警
深圳前海鼎益丰基金管理有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/10/27	755	Y	洗钱
太峰国际集团有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	296	Y	洗钱
广州杰焕商贸有限公司	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/10/27	120	Y	洗钱
深圳市鼎益丰文化投资控股有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/10/27	755	Y	洗钱
营口天元化工研究所股份有限公司	 	 	 	 	BLK	 	营口	 	?	BLKS	2020/10/27	417	Y	洗钱
成都军通通信股份有限公司	?	?	?	?	BLK	?	成都	?	DF	BLKS	2020/5/29	128	Y	3_对公红色预警
北京勇凯利装饰设计有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
宜信博诚保险销售服务（北京）股份有限公司广东分公司	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/10/27	120	Y	洗钱
山西贵义百耀商贸有限公司	 	 	 	 	BLK	 	太原	 	?	BLKS	2020/10/27	351	Y	洗钱
宜信普惠信息咨询（北京）有限公司日照分公司	 	 	 	 	BLK	 	日照	 	?	BLKS	2020/10/27	603	Y	洗钱
HK YUEDA INTERNATIONAL TRADING LIMITED	 	 	 	 	BLK	 	香港	 	?	BLKS	2020/7/17	971	Y	洗钱
哈尔滨金享文化传媒有限公司	 	 	 	 	BLK	 	哈尔滨	 	?	BLKS	2020/10/27	451	Y	洗钱
NEWAGE INDUSTRY INTERNATIONAL LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	221	Y	洗钱
福州杰来德网络技术有限公司	 	 	 	 	BLK	 	福州	 	?	BLKS	2020/10/27	591	Y	洗钱
上海幽空投资管理中心（有限合伙）	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
阿联酋搜索国际建筑设计发展公司广州代表处	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/7/17	120	Y	洗钱
厦门市顺捷国际货运代理有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	292	Y	洗钱
南京梓耘信电子科技有限公司	?	?	?	?	BLK	江苏	南京	?	CMG	BLKM	2019/10/23	125	QZ	伪造公积金账户
上海礽熙国际贸易有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
幂辰（北京）科技有限公司	?	?	?	?	BLK	北京	北京	?	CMG	BLKM	2020/4/13	110	QZ	养公积金
徐州广翔商贸有限公司	 	 	 	 	BLK	 	徐州	 	?	BLKS	2020/10/27	516	Y	洗钱
宜信普惠信息咨询（北京）有限公司济南第五分公司	 	 	 	 	BLK	 	济南	 	?	BLKS	2020/10/27	531	Y	洗钱
无锡西城特种船用板有限公司	?	?	?	?	BLK	?	江阴支行	?	DF	BLKS	2020/5/29	?	Y	3_对公红色预警
深圳市前海梧桐并购投资基金管理有限公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/10/27	755	Y	洗钱
辽宁省沈阳市多艳商贸有限公司	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/10/27	124	Y	洗钱
沈阳七宝山饭店有限公司	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/10/27	124	Y	洗钱
平安普惠信息服务有限公司青岛正阳路分公司	?	?	?	?	BLK	?	青岛	?	?	BLKM	2020/7/17	532	Y	工商非正常经营
江苏鑫时光股权投资基金管理有限公司	 	 	 	 	BLK	 	南京	 	?	BLKS	2020/7/17	125	Y	洗钱
海外船务有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	232	Y	洗钱
深圳前海泛亚华通有限公司	 	 	 	 	BLK	 	前海	 	?	BLKS	2020/10/27	657	Y	洗钱
富阳国际贸易有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	210	Y	洗钱
辽宁靠谱网络科技有限公司	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/10/27	124	Y	洗钱
重庆程远未来电子商务服务有限公司	 	 	 	 	BLK	 	重庆	 	?	BLKS	2020/10/27	123	Y	洗钱
MAVERICKWAN IMPORT AND EXPORT CO., LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	210	Y	洗钱
四川海格恒通专网科技有限公司成都分公司	 	 	 	 	BLK	 	成都	 	?	BLKS	2020/10/27	128	Y	洗钱
北京天燕钢结构房屋有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
湖州恩发贸易有限公司	 	 	 	 	BLK	 	湖州	 	?	BLKS	2020/10/27	572	Y	洗钱
安徽青宿园贸易有限公司	 	 	 	 	BLK	 	合肥	 	?	BLKS	2020/10/27	551	Y	洗钱
宜信普惠信息咨询（北京）有限公司芜湖分公司	 	 	 	 	BLK	 	芜湖	 	?	BLKS	2020/10/27	553	Y	洗钱
三角工程机械有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	279	Y	洗钱
人人百壹（北京）网络科技有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
厦门圳鸿深贸易有限公司	 	 	 	 	BLK	 	厦门	 	?	BLKS	2020/10/27	592	Y	洗钱
海南凯升特达家政服务有限公司	 	 	 	 	BLK	 	海口	 	?	BLKS	2020/10/27	898	Y	洗钱
腾翼信息技术股份有限公司	 	 	 	 	BLK	 	太原	 	?	BLKS	2020/10/27	351	Y	洗钱
青岛中汇润恒商贸有限公司	?	?	?	?	BLK	山东	青岛	?	CMG	BLKM	2020/4/28	532	QZ	养公积金
西安市莲湖区丽岸鞋店	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
广东汇联资产管理有限公司	 	 	 	 	BLK	 	东莞	 	?	BLKS	2020/10/27	769	Y	洗钱
安徽蓝德集团股份有限公司山东分公司	 	 	 	 	BLK	 	济南	 	?	BLKS	2020/10/27	531	Y	洗钱
上海光璨投资管理中心（有限合伙）	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
曲靖市麒麟区协程信息服务中心	 	 	 	 	BLK	 	曲靖	 	?	BLKS	2020/10/27	874	Y	洗钱
宜信普惠信息咨询（北京）有限公司常州第三分公司	 	 	 	 	BLK	 	常州	 	?	BLKS	2020/10/27	519	Y	洗钱
湖南中视百纳科技有限公司	 	 	 	 	BLK	 	长沙	 	?	BLKS	2020/10/27	731	Y	洗钱
富通时代科技有限公司	?	?	?	?	BLK	?	南昌	?	?	BLKM	2020/8/23		Y	失信被执行人
宜信普惠信息咨询（北京）有限公司上海第三分公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
温州卓人汽车电控有限公司	 	 	 	 	BLK	 	瑞安	 	?	BLKS	2020/10/27	587	Y	洗钱
深圳市三德冠精密电路科技有限公司	?	?	?	?	BLK	?	深圳	?	CMG	BLKS	2020/5/29	755	Y	4_对公违约25级
南京璟悦文化传媒有限公司	?	?	?	?	BLK	江苏	南京	?	CMG	BLKM	2019/10/23	125	QZ	伪造公积金账户
内蒙古永晟达五金机电有限公司	 	 	 	 	BLK	 	呼和浩特	 	?	BLKS	2020/10/27	471	Y	洗钱
沈阳市于洪区超煜迪传媒工作室	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/10/27	124	Y	洗钱
宜信普惠信息咨询（北京）有限公司汉口分公司	 	 	 	 	BLK	 	武汉	 	?	BLKS	2020/10/27	127	Y	洗钱
石家庄恩源财务咨询有限公司	 	 	 	 	BLK	 	石家庄	 	?	BLKS	2020/10/27	311	Y	洗钱
宜信普惠信息咨询（北京）有限公司上海分公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
北京伟盛鸣远科技有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
沈阳驰雅兴建筑材料有限公司	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/10/27	124	Y	洗钱
宁波天一包装有限公司	 	 	 	 	BLK	 	宁波	 	?	BLKS	2020/10/27	574	Y	洗钱
金达瑞贸易有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	279	Y	洗钱
山东华太物业管理有限公司	 	 	 	 	BLK	 	潍坊	 	?	BLKS	2020/10/27	536	Y	洗钱
GREAT BRIGHT INTERNATIONAL TRADING LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	271	Y	洗钱
泉州市方联投资咨询有限公司	 	 	 	 	BLK	 	泉州	 	?	BLKS	2020/10/27	595	Y	洗钱
宜信普惠信息咨询（北京）有限公司大连开发区分公司	 	 	 	 	BLK	 	大连	 	?	BLKS	2020/10/27	411	Y	洗钱
湖北酷力通网络科技有限公司	 	 	 	 	BLK	 	武汉	 	?	BLKS	2020/10/27	127	Y	洗钱
北京正泰晟业商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
深圳市中显微电子有限公司	?	?	?	?	BLK	?	深圳	?	CMG	BLKS	2020/5/29	755	Y	3_对公红色预警
沈阳湖鱼越商贸有限公司	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/10/27	124	Y	洗钱
营口市西市区蔡宗清商行	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
ZHEJIANG RANZ INTL LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	271	Y	洗钱
BEN AND MO CO., LTD	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	271	Y	洗钱
如皋如启五金经营部	 	 	 	 	BLK	 	南通	 	?	BLKS	2020/10/27	513	Y	洗钱
乐诚(中国)有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	210	Y	洗钱
沈阳市大东区恒德丽装饰材料经销处	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/7/17	124	Y	洗钱
郴州市海升矿业有限公司	 	 	 	 	BLK	 	长沙	 	?	BLKS	2020/10/27	731	Y	洗钱
重庆市艺展木业有限公司	?	?	?	?	BLK	重庆	重庆	?	CMG	BLKM	2019/9/2	123	QZ	养个税
安徽四建控股集团有限公司	?	?	?	?	BLK	?	合肥	?	?	BLKM	2020/8/23		Y	失信被执行人
南京创邦企业管理有限公司	 	 	 	 	BLK	 	南京	 	?	BLKS	2020/10/27	125	Y	洗钱
北京劲峰优品信息技术有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
台州市利风商贸有限公司	 	 	 	 	BLK	 	台州	 	?	BLKS	2020/10/27	576	Y	洗钱
AROMA BAY CANDLES COMPANY LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	211	Y	洗钱
朗骋发展有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	279	Y	洗钱
共青城翔实晟祥投资管理合伙企业（有限合伙）	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
EVERFAR INTERNATIONAL LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	251	Y	洗钱
福州市寻土贸易有限公司	 	 	 	 	BLK	 	福州	 	?	BLKS	2020/10/27	591	Y	洗钱
长健（诸暨）珠宝有限公司	 	 	 	 	BLK	 	绍兴	 	?	BLKS	2020/10/27	575	Y	洗钱
昆明沃定农业发展有限公司	 	 	 	 	BLK	 	昆明	 	?	BLKS	2020/10/27	871	Y	洗钱
南京宣盛网络科技有限公司	 	 	 	 	BLK	 	南京	 	?	BLKS	2020/10/27	125	Y	洗钱
武汉中盛瑞泰资产管理有限公司	 	 	 	 	BLK	 	武汉	 	?	BLKS	2020/10/27	127	Y	洗钱
北京尚金海晨信息咨询有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
江西优时代电子商务有限公司	 	 	 	 	BLK	 	南昌	 	?	BLKS	2020/10/27	791	Y	洗钱
宜信普惠信息咨询（北京）有限公司上海新会路分公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
Iran Faran Electronic Industries	 	 	 	 	BLK	 	东莞	 	?	BLKS	2020/10/27	769	Y	洗钱
中赢卓信财富投资管理（北京）有限公司常州分公司	 	 	 	 	BLK	 	常州	 	?	BLKS	2020/10/27	519	Y	洗钱
福州暮岚网络科技有限公司	 	 	 	 	BLK	 	福州	 	?	BLKS	2020/10/27	591	Y	洗钱
湖州杏吉贸易有限公司	 	 	 	 	BLK	 	湖州	 	?	BLKS	2020/10/27	572	Y	洗钱
北京乐心斋网络科技有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
重庆门马有害生物防治有限公司	?	?	?	?	BLK	重庆	重庆	?	CMG	BLKM	2019/9/2	123	QZ	养个税
辽宁靠谱殡葬服务有限公司	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/7/17	124	Y	洗钱
JIMEI GLASS INDUSTRY CO., LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	211	Y	洗钱
慈溪市三开电子实业有限公司	 	 	 	 	BLK	 	宁波	 	?	BLKS	2020/10/27	574	Y	洗钱
上海重子资产管理合伙企业（普通合伙）	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
西安郝志志房地产营销策划部	 	 	 	 	BLK	 	西安	 	?	BLKS	2020/10/27	129	Y	洗钱
大利贸易有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	271	Y	洗钱
佛山庆发通进出口有限公司	 	 	 	 	BLK	 	佛山	 	?	BLKS	2020/10/27	757	Y	洗钱
北京丰瑞恒盛投资管理有限公司	?	?	?	?	BLK	北京	北京	?	DF	BLKM	2019/8/21	110	Y	挪用贷款,经营困难
天津泽居自费出国中介有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
EVERFAR INTERNATIONAL  LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	251	Y	洗钱
香港新时代国际发展有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	295	Y	洗钱
宜信普惠信息咨询（北京）有限公司辽宁分公司	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/7/17	124	Y	洗钱
北京睿合伟业商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
杭州手拉手电子商务有限公司	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/10/27	571	Y	洗钱
北京镜软科技有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
杭州鼎田科技有限公司	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/10/27	571	Y	洗钱
广州毕屈实业有限公司	 	 	 	 	BLK	 	广州	 	?	BLKS	2020/7/17	120	Y	洗钱
英泰德实业有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	210	Y	洗钱
成都商肃软件科技有限公司	 	 	 	 	BLK	 	南京	 	?	BLKS	2020/10/27	125	Y	洗钱
重庆艺阳坤龙信息技术有限公司	?	?	?	?	BLK	重庆	重庆	?	CMG	BLKM	2019/9/2	123	QZ	养个税
杭州慈思科技有限公司	 	 	 	 	BLK	 	杭州	 	?	BLKS	2020/10/27	571	Y	洗钱
上海宜信企鑫商业保理有限公司	 	 	 	 	BLK	 	上海	 	?	BLKS	2020/10/27	121	Y	洗钱
北京雅士博利商贸有限公司	 	 	 	 	BLK	 	北京	 	?	BLKS	2020/10/27	110	Y	洗钱
北京锦福美轩商贸有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
湖州振信贸易有限公司	 	 	 	 	BLK	 	湖州	 	?	BLKS	2020/10/27	572	Y	洗钱
运星(香港)有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	211	Y	洗钱
应用材料（中国）有限公司深圳分公司	 	 	 	 	BLK	 	深圳	 	?	BLKS	2020/10/27	755	Y	洗钱
内蒙古义投汽车销售有限公司	 	 	 	 	BLK	 	呼和浩特	 	?	BLKS	2020/10/27	471	Y	洗钱
DALIAN PEAK CHEM-INDUSTRY CO., LIMITED	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	211	Y	洗钱
青岛都门国际物流有限公司	?	?	?	?	BLK	?	青岛	?	CMG	BLKM	2020/5/29	532	QZ	养公积金
南京大金山养老产业发展有限公司	 	 	 	 	BLK	 	南京	 	?	BLKS	2020/7/17	125	Y	洗钱
扬州立创酒店用品有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	514	Y	洗钱
亿玛荡兴科技有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/7/17	255	Y	洗钱
北京圣商教育科技股份有限公司	 	 	 	 	BLK	 	北京通州	 	?	BLKS	2020/10/27	110	Y	洗钱
华宇东泰贸易有限公司	?	?	?	?	BLK	?	上海	?	?	BLKM	2020/7/17	121	Y	单位风险集中
东信科技有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	211	Y	洗钱
朝鲜高丽航空公司沈阳代表处	 	 	 	 	BLK	 	沈阳	 	?	BLKS	2020/10/27	124	Y	洗钱
泰兴市生鹏文化传媒有限公司	 	 	 	 	BLK	 	泰州	 	?	BLKS	2020/10/27	523	Y	洗钱
环宇正大集团有限公司	 	 	 	 	BLK	 	?	 	?	BLKS	2020/10/27	295	Y	洗钱
稻芽科技（湖北）有限公司	 	 	 	 	BLK	 	武汉	 	?	BLKS	2020/10/27	127	Y	洗钱
